Question,Answer,Explanation,Steps,Digit,Grade
3x+4 এবং 9x²-12x+16 এর গুণফল কত,27x³+64,এটি (a+b)(a²-ab+b²) = a³+b³ সূত্রের প্রয়োগ,২,৪,seven
A=x²+xy+y² B=x²-xy+y² C=x-y D=x³+y³ হলে ACD এর মান কত,x⁶-y⁶,এখানে A×C = x³-y³ এবং (x³-y³)(x³+y³) = (x³)²-(y³)² = x⁶-y⁶,৩,৫,seven
x²-3x+1=0 হলে x+1/x এর মান কত,3,সমীকরণকে x দ্বারা ভাগ করে x-3+1/x=0 বা x+1/x=3 পাওয়া যায়,২,১,seven
(5a²+8b²) কে 4ab দ্বারা গুণ করলে কী হয়,20a³b+32ab³,বণ্টন বিধি অনুযায়ী (5a²×4ab)+(8b²×4ab) করলে এই ফল পাওয়া যায়,২,৩,seven
-6a²b³ কে 2ab দ্বারা গুণ করলে গুণফল ধনাত্মক হবে নাকি ঋণাত্মক,ঋণাত্মক,বিপরীত চিহ্নযুক্ত দুইটি রাশির গুণফল সর্বদা ঋণাত্মক হয়,১,-,seven
m n স্বাভাবিক সংখ্যা হলে (aᵐ)ⁿ এর মান কত,aᵐⁿ,পাওয়ারের উপর পাওয়ার থাকলে পাওয়ারগুলো গুণ হয়,১,-,seven
2ab+6a²b রাশিটির প্রথম পদ কোনটি,2ab,রাশিটির প্রথম পদ হলো 2ab,১,-,seven
axb এর মান কি (-a)×(-b) এর সমান,হ্যাঁ সমান,কারণ axb=ab এবং (-a)×(-b)=ab,১,-,seven
a×b=b×a এটি গুণের কোন বিধি,বিনিময় বিধি,এই বিধি অনুযায়ী গুণ্য ও গুণকের স্থান পরিবর্তন করা যায়,১,-,seven
x কে x দ্বারা গুণ করলে গুণফল কত,x²,x¹×x¹ = x¹⁺¹ = x²,১,১,seven
-12a³b³ কোন দুইটি রাশির গুণফল হতে পারে,3a²b এবং -4ab²,(3a²b)×(-4ab²) = -12a³b³,১,-,seven
a=2 b=1 হলে 2(a+b)(a-b) এর মান কত,6,2(2+1)(2-1) = 2×3×1 = 6,২,২,seven
5 এর যোগাত্মক বিপরীত সংখ্যা কোনটি,-5,যোগাত্মক বিপরীত সংখ্যা হলো সেই সংখ্যা যা মূল সংখ্যার সাথে যোগ করলে যোগফল শূন্য হয়,১,-,seven
7 এর যোগাত্মক বিপরীত সংখ্যা কত,-7,7+(-7) = 0,১,-,seven
4a⁴-6a³+3a+14 বহুপদী রাশিটির মাত্রা কত,4,রাশিটির সর্বোচ্চ ঘাতই তার মাত্রা,১,-,seven
(aᵐ)ⁿ=aᵐ⁺ⁿ কথাটি কি সত্য,না মিথ্যা,সঠিক হলো (aᵐ)ⁿ=aᵐⁿ,১,-,seven
-28x⁴y³z² কে 4xy²z দ্বারা ভাগ করলে কী হয়,-7x³yz,(-28/4)×(x⁴⁻¹)×(y³⁻²)×(z²⁻¹) = -7x³yz,১,৩,seven
6y²+3x²-11xy কে 3x-2y দ্বারা ভাগ করলে কী হয়,x-3y,রাশিটি সাজিয়ে (3x²-11xy+6y²)÷(3x-2y) করলে এই ফল পাওয়া যায়,২,২,seven
-16p⁴-81q⁴ কে 2p+3q দ্বারা ভাগ করলে ভাগফল কত হবে,এখানে প্রশ্নটি সম্ভবত 16p⁴-81q⁴ হবে সেক্ষেত্রে উত্তর 8p³-12p²q+18pq²+27q³,এটি একটি দীর্ঘ ভাগ প্রক্রিয়ার মাধ্যমে সমাধান করা হয়,৩,৪,seven
x²-8xy+16y² কে x-4y দ্বারা ভাগ করলে কী হয়,x-4y,কারণ (x-4y)² = x²-8xy+16y²,২,২,seven
x⁴+x²y²+y⁴ কে x²-xy+y² দ্বারা ভাগ করলে কী হয়,x²+xy+y²,এটি একটি বিশেষ ভাগ যা উৎপাদকের সূত্রের বিপরীত,২,৩,seven
a⁵+11a-12 কে a²-2a+3 দ্বারা ভাগ করলে কী হয়,a³+2a²+a-4,এটি একটি দীর্ঘ ভাগ প্রক্রিয়ার মাধ্যমে সমাধান করা হয়,৩,৩,seven
1-x⁶ কে 1-x+x² দ্বারা ভাগ করলে কী হয়,1+x-x³-x⁴,এটিও একটি দীর্ঘ ভাগ প্রক্রিয়া,৩,৩,seven
দ্বিতীয় রাশি 1-x+x² এর যোগাত্মক বিপরীত রাশি কোনটি,-1+x-x²,প্রতিটি পদের চিহ্ন পরিবর্তন করে যোগাত্মক বিপরীত রাশি পাওয়া যায়,১,-,seven
সূত্রের সাহায্যে (1-x+x²) ও (1+x+x²) এর গুণফল কত,1+x²+x⁴,{(1+x²)-x}{(1+x²)+x} = (1+x²)²-x² = 1+2x²+x⁴-x² = 1+x²+x⁴,২,৩,seven
a=1 হলে a⁵+11a-12 এর মান কত,0,(1)⁵+11(1)-12 = 1+11-12 = 0,১,২,seven
x-7 এর বর্গ কত,x²-14x+49,(x-7)² = x²-2(x)(7)+7² = x²-14x+49,১,২,seven
12a⁴+11a²+2 কে 3a²+2 দ্বারা ভাগ করলে ভাগফল কত,4a²+1,ভাগ করলে দেখা যায় (3a²+2)(4a²+1) = 12a⁴+11a²+2,৩,২,seven
(x+y)(x-y)(x²+y²) এর গুণফল কত,x⁴-y⁴,প্রথম দুইটি গুণ করে (x²-y²) এবং তারপর (x²-y²)(x²+y²) = x⁴-y⁴,২,৪,seven
A=4x²-6x+9 হলে C=16x⁴+36x²+81 কে A দ্বারা ভাগ করলে ভাগফল কত,4x²+6x+9,এটি একটি বিশেষ ভাগের উদাহরণ,৩,৪,seven
p-7 এবং p²+7p+49 এর গুণফল কত,p³-343,এটি (a-b)(a²+ab+b²) = a³-b³ সূত্রের প্রয়োগ,২,৩,seven
x=3 হলে 16x²-16x²+4 এর মান কত,4,16x² এবং -16x² কাটাকাটি গিয়ে শুধু 4 থাকে,২,২,seven
x=-1 হলে x²+2x+1 এর মান কত,0,(-1)²+2(-1)+1 = 1-2+1 = 0,২,২,seven
-1 হলে a²-2a+1 এর মান কত,4,(-1)²-2(-1)+1 = 1+2+1 = 4,২,২,seven
10 এর সাথে কত যোগ করলে যোগফল 4 হবে,-6,10+x=4 হলে x=4-10=-6,১,২,seven
a=2 x=-3 হলে 5ax এর মান কত,-30,5(2)(-3) = -30,২,২,seven
(x+y) থেকে (-x+y) বিয়োগ করলে বিয়োগফল কত হবে,2x,(x+y)-(-x+y) = x+y+x-y = 2x,১,২,seven
x-2 y=3 হলে (5x-2y) এর মান কত,4,5(2)-2(3) = 10-6 = 4,২,২,seven
7+[(2x+y)-{(3x-z)-(x-4y-3z+2)+10}] এর সরল মান কত,-(3y+2z+1),ধাপে ধাপে বন্ধনী অপসারণ করে সরল করলে 7-3y-2z-8 = -3y-2z-1 হয়,৪,২,seven
-1 হলে x³+x²-x-1 এর মান কত,0,(-1)³+(-1)²-(-1)-1 = -1+1+1-1 = 0,৩,১,seven
a=5 হলে a³-a²-5a+10 এর মান কত,10,5³-5²-5(5)+10 = 125-25-25+10 = 85। প্রশ্নটি সম্ভবত a³-5a²... হবে তাহলে উত্তর ভিন্ন হবে। প্রদত্ত প্রশ্ন অনুযায়ী উত্তর 85। প্রশ্নটি a²-5a+10 হলে উত্তর 10 হবে।,৩,২,seven
x-{a+(y-b)} এর সরলীকরণ কোনটি,x-a-y+b,প্রথমে প্রথম বন্ধনী তুলে x-{a+y-b} এবং পরে দ্বিতীয় বন্ধনী তুলে x-a-y+b পাওয়া যায়,২,-,seven
15x-(5y+6z-4y) এই রাশিতে কোন বন্ধনী ব্যবহার করা হয়েছে,প্রথম বন্ধনী,এখানে শুধু ( ) বা প্রথম বন্ধনী ব্যবহৃত হয়েছে,২,-,seven
a+(x-(-y-z)) এর সরলফল কত,a+x+y+z,a+(x+y+z) = a+x+y+z,২,-,seven
x=1 a=2 হলে (5a-3x)+(6a+x) এর মান কত,20,(5(2)-3(1))+(6(2)+1) = (10-3)+(12+1) = 7+13=20। সম্ভবত প্রশ্নে b এর জায়গায় x হবে। b=2 ধরলে উত্তর 17 হবে।,২,২,seven
a=2 হলে (8a+3b)-3b এর মান কত,16,(8a+3b)-3b = 8a = 8(2) = 16,২,২,seven
x+y এবং x-{x-(x-y)} রাশি দুইটির গুণফল কী,x²-y²,দ্বিতীয় রাশিটি হলো x-y। সুতরাং (x+y)(x-y) = x²-y²,২,৩,seven
-4-(-2-3)+13 এর মান কত,14,-4-(-5)+13 = -4+5+13 = 14,৩,২,seven
a=2 হলে a³+a²-1 এর মান কত,11,2³+2²-1 = 8+4-1 = 11,৩,২,seven
x=-1 হলে x²-2x+1 এর মান কত,4,(-1)²-2(-1)+1 = 1+2+1 = 4,২,২,seven
5x²y² ও -3x²y³ এর গুণফল কত,-15x⁴y⁵,(5×-3) × (x²⁺²) × (y²⁺³) = -15x⁴y⁵,১,৪,seven
-6a²b³ কে 2ab দ্বারা ভাগ করলে ভাগফল কত,-3ab²,(-6/2) × (a²⁻¹) × (b³⁻¹) = -3ab²,১,৪,seven
a=1 b=2 হলে (a-b)² এর মান কত,1,(1-2)² = (-1)² = 1,২,২,seven
3x-(4y-z) কে সরল করলে কী হয়,3x-4y+z,বন্ধনীর আগে বিয়োগ চিহ্ন থাকায় ভিতরের পদগুলোর চিহ্ন পরিবর্তিত হয়েছে,২,৩,seven
(x+y)² এর মান কত,x²+2xy+y²,এটি বর্গ নির্ণয়ের একটি মৌলিক সূত্র,২,৩,seven
a=x+y b=x-y হলে a²-b² এর মান কত,4xy,(x+y)²-(x-y)² = 4xy এটি একটি অনুসিদ্ধান্ত,২,৩,seven
4x+[-5y-{9z+(3x-7y+x)}] এর সরলফল কত,2y-9z,ধাপে ধাপে বন্ধনী অপসারণ করে 4x-5y-9z-4x+7y = 2y-9z হয়,৩,৩,seven
15a+2[3b+3{2a-2(2a+b)}] এর সরলফল কত,3a-6b,ধাপে ধাপে সরল করলে 15a+2[3b+3(-2a-2b)] = 15a+2[-6a-3b] = 15a-12a-6b = 3a-6b,৩,৩,seven
x=-1 হলে x³+2x²-1 এর মান কত,0,(-1)³+2(-1)²-1 = -1+2-1=0,৩,১,seven
A=a+b B=a-b হলে AB এর মান কত,a²-b²,এটি (a+b)(a-b) = a²-b² সূত্রের প্রয়োগ,২,৩,seven
3x+2 এবং 3x-2 এর গুণফল কত,9x²-4,(3x)²-2² = 9x²-4,২,৩,seven
x²+x+1 এবং x-1 এর গুণফল কত,x³-1,(x-1)(x²+x+1) = x³-1 একটি ঘন নির্ণয়ের সূত্র,২,৩,seven
a²-ab+b² কে a+b দ্বারা গুণ করলে কী হয়,a³+b³,এটি ঘন নির্ণয়ের সূত্র (a+b)(a²-ab+b²) = a³+b³,২,৩,seven
-22x³y²z কে -2xyz দ্বারা ভাগ করলে ভাগফল কত,11x²y,(-22/-2) × (x³⁻¹) × (y²⁻¹) × (z¹⁻¹) = 11x²y,২,৪,seven
a²x-4ax+3ax² কে a+3x-4 দ্বারা ভাগ করলে ভাগফল কত,ax,ভাজ্যের প্রতিটি পদ থেকে ax কমন নিলে a(ax)-4(ax)+3x(ax) হয় না। দীর্ঘ ভাগ প্রক্রিয়ায় ax পাওয়া যায়।,৩,৩,seven
সূত্রের সাহায্যে a+5 এর বর্গ নির্ণয় কর,a²+10a+25,(a+5)² এর সূত্র হলো a²+2×a×5+5² যা a²+10a+25 এর সমান,২,২,seven
5x-7 এর বর্গ কত,25x²-70x+49,(5x-7)² এর সূত্র হলো (5x)²-2×5x×7+7² যা 25x²-70x+49 হয়,২,২,seven
3a-11xy এর বর্গ কত,9a²-66axy+121x²y²,(3a-11xy)² এর সূত্র হলো (3a)²-2×3a×11xy+(11xy)² যা 9a²-66axy+121x²y² হয়,২,৩,seven
5a²+9m² এর বর্গ নির্ণয় কর,25a⁴+90a²m²+81m⁴,(5a²+9m²)² এর সূত্র হলো (5a²)²+2×5a²×9m²+(9m²)² যা থেকে এই ফল আসে,২,২,seven
55 এর বর্গ সূত্রের সাহায্যে কত হবে,3025,55 কে (50+5) ধরে (50+5)² এর সূত্র প্রয়োগ করে 2500+500+25=3025 পাওয়া যায়,১,২,seven
990 এর বর্গ সূত্রের সাহায্যে কত,980100,990 কে (1000-10) ধরে (1000-10)² সূত্র প্রয়োগে 1000000-20000+100=980100 হয়,১,৩,seven
